epoch,loss,accuracy,grad_norm
1,0.25262679235497393,93.34333333333333,0.8272081549216067
2,0.1075338088442633,96.96833333333333,0.5993487727981589
3,0.09094876204771218,97.49333333333334,0.5342945264058956
4,0.08242855333700291,97.73166666666667,0.5144866005487521
5,0.07831338905036322,97.825,0.5315591228754633
6,0.07042738656317422,98.01,0.5041213041600981
7,0.06833595555359577,98.18666666666667,0.49383462764717223
8,0.06336522982414834,98.26,0.4758753005480386
9,0.06442261088720107,98.30166666666666,0.48861732436648575
10,0.060602277396916364,98.32,0.4800812062902092
11,0.0606838842841772,98.4,0.47905903895270213
12,0.05337684045543492,98.61,0.44101674257322143
13,0.060157610461064825,98.47,0.5003571225702056
14,0.05614862355602116,98.58,0.47193914588259156
15,0.054003650111677834,98.71833333333333,0.46086274961933577
16,0.0523964194861673,98.76166666666667,0.43542993147175263
17,0.04865204849661452,98.84666666666666,0.4200026268121772
18,0.044396994407172805,98.91333333333333,0.4098435398752129
19,0.04274631790795518,98.95666666666666,0.408315190069149
20,0.05016737747542635,98.85333333333334,0.4188412022385419
21,0.036260849269857745,99.145,0.3324989581521969
22,0.045735697389339705,98.975,0.41186125043186117
23,0.05014842913613883,98.91333333333333,0.43133606847513384
24,0.043038243924149885,99.025,0.39190876593853524
25,0.03889008945417682,99.10833333333333,0.3612904043840325
26,0.04025626955763607,99.12666666666667,0.38030635070156354
27,0.0434020999712811,99.035,0.3774317842730601
28,0.03588222148162411,99.22833333333334,0.3296571163902119
29,0.048981372448093176,99.04333333333334,0.4396578307290111
30,0.03639937247629632,99.24333333333334,0.329321750778414
31,0.04104045164133315,99.165,0.34524945488609166
32,0.04512891647444848,99.135,0.3939654723192056
33,0.03926206880420952,99.19333333333333,0.33866676229955633
34,0.03426938805521864,99.27166666666666,0.3433469069250083
35,0.047279593278916204,99.12166666666667,0.4305819346671395
36,0.03590267493650565,99.26833333333333,0.3370182417722013
37,0.038159415951208954,99.23333333333333,0.3532460987497945
38,0.04116356755411969,99.26166666666667,0.39623390949492204
39,0.041306408771108236,99.28166666666667,0.36087349738911517
40,0.03060657802111484,99.37333333333333,0.28589450844672576
41,0.0322152518524339,99.36166666666666,0.31628383310036795
42,0.03884482951115414,99.27333333333333,0.3481068415380725
43,0.03569793131804594,99.34333333333333,0.3199429752232166
44,0.04373085681512298,99.15166666666667,0.3427901990679365
45,0.03609634457463501,99.3,0.3176561378376898
46,0.042793025911808946,99.25666666666666,0.3535051225402641
47,0.040836280138227356,99.19666666666667,0.369874945191186
48,0.030566849250424483,99.39666666666666,0.2793012868060365
49,0.04295217086302077,99.25333333333333,0.35124573502777917
50,0.04391443168254777,99.23,0.37457419107846485
